epoch,train_total,val_total,train_hard,train_soft,train_feat,val_hard,val_soft,val_feat
1,0.5341110923290253,0.47418117964709244,0.5130831229686738,0.11209834340214729,0.47107800340652467,0.4386793937948015,0.1772149012044624,0.3798037568728129
2,0.4401139695644379,0.37063224999992933,0.4120439101457596,0.12752005472779274,0.37809071588516235,0.3152490942566483,0.18062225370495408,0.3192373552808055
3,0.39469641804695127,0.32007190585136414,0.36552194380760195,0.1266673846244812,0.3361028007268906,0.27416822093504445,0.14060333219391327,0.286577178924172
4,0.37306139707565306,0.3099271649563754,0.3436630653142929,0.13144810223579406,0.3102093937397003,0.23783556785848406,0.21115755207008785,0.2669833352168401
5,0.34071698594093325,0.3282562560505337,0.30444286704063417,0.1357494460940361,0.2896071411371231,0.2784248071688193,0.16151034390484845,0.2830192948933001
6,0.3320536769628525,0.3399146993954976,0.2954393320083618,0.13736338639259338,0.2801237586736679,0.2756306540083002,0.19311942822403377,0.29679134984811145
7,0.31806464767456055,0.3049527809575752,0.27865805053710935,0.13854588329792022,0.27146747982501984,0.23049715244107777,0.21351208675790717,0.2651704748471578
8,0.30885085999965667,0.27553514970673454,0.2659488272666931,0.14246465331315994,0.2664909430742264,0.23131146585499798,0.13095151908971644,0.24777223280182592
9,0.3170551866292953,0.2829552662593347,0.27939314603805543,0.13787209743261336,0.2670611801147461,0.23203804150775628,0.15162253821337665,0.2501395857996411
10,0.29493089258670807,0.3342065722854049,0.2513176784515381,0.1412529957294464,0.25544204914569857,0.28670050976453004,0.17915546700910287,0.2658985643475144
11,0.29481577813625337,0.3183129843738344,0.25110283529758454,0.1437649536728859,0.25304768681526185,0.2768436689619665,0.1680166412282873,0.24705807147202669
12,0.2835375684499741,0.279568162229326,0.2379095321893692,0.14316564911603927,0.2468373304605484,0.2108960493847176,0.20224833378085383,0.23755474278220423
13,0.26863005220890046,0.2414115678381037,0.2200754039287567,0.14368974179029464,0.23823447704315184,0.1785691479841868,0.16522253663451583,0.2228213256156003
14,0.26254236447811125,0.2565390572503761,0.21192207312583924,0.1453492595553398,0.23530710673332214,0.19492868803165578,0.16949812157286537,0.23079844922931106
15,0.27053165686130526,0.25584777417006316,0.2220528314113617,0.14409522581100465,0.23955368530750273,0.18731660864971303,0.18835535093590064,0.22739846894034632
16,0.2602816510200501,0.25172733046390394,0.20872844922542572,0.1475049026608467,0.23306754672527313,0.18453549179765913,0.17783509194850922,0.23067318675694642
