epoch,train_total,val_total,train_hard,train_soft,train_feat,val_hard,val_soft,val_feat
17,0.25534707999229433,0.23992816000073044,0.20504411804676057,0.1473694598674774,0.22535119199752807,0.17678367484498908,0.16975835296842787,0.21750692581688916
18,0.2564382804632187,0.24031788662627893,0.20706045961380004,0.14441489493846893,0.22723829019069672,0.1762144328267486,0.1765601552195019,0.2133324400142387
19,0.2553313783407211,0.25016355900852766,0.2055365402698517,0.14459586608409883,0.2269234632253647,0.1913230237033632,0.17441530801631785,0.21304280945548304
20,0.24753582417964937,0.245296076492027,0.19524579226970673,0.14928626388311386,0.22025962817668915,0.1884139229853948,0.16877429684003195,0.20924679272704655
21,0.2449990154504776,0.24229667804859303,0.1927609822154045,0.14732822811603546,0.2195595266819,0.1775705709501549,0.17994426632369007,0.21337998134118538
22,0.24297813594341278,0.2444843876141089,0.19311264050006866,0.14482819694280624,0.21450275897979737,0.1779657268413791,0.18377242540871655,0.21592216028107536
23,0.2377794780731201,0.2444442499566961,0.18508233505487443,0.14729668629169465,0.21344278728961943,0.17778549591700235,0.18458627219553347,0.21539506371374484
24,0.23684726643562318,0.2303651648539084,0.184490365087986,0.14754679882526398,0.21146656394004823,0.1664419577077583,0.17655830526793445,0.20296099892369024
25,0.24207733929157257,0.23282188618624652,0.19180917799472808,0.14586780911684036,0.21350189542770387,0.17172941510324125,0.17190218247749187,0.20346878744937755
26,0.2346185643672943,0.2349185253734942,0.18245807480812073,0.14571095222234726,0.21061541211605073,0.16810243052464943,0.18693063270162652,0.20389210349983639
27,0.23591868233680724,0.2449910905626085,0.18395825678110123,0.14789981067180633,0.20925985753536225,0.1797348189133185,0.1862051917446984,0.21105052751523476
28,0.23825130677223205,0.22882322746294517,0.18630072259902955,0.14878178524971009,0.21068754303455353,0.1620585435518512,0.18372323005287736,0.20088425499421578
29,0.2317255860567093,0.22959279517332712,0.17977110940217972,0.14691605663299562,0.20603663671016692,0.16835664185108962,0.1721349463418678,0.20034219103830833
30,0.23212916851043702,0.242836759046272,0.17923980855941773,0.14909752917289734,0.2064401330947876,0.18057522122506742,0.1761200921954932,0.2119935745442355
31,0.23305437815189362,0.24372990208643455,0.1808358808159828,0.14830148607492447,0.20659604299068451,0.18363789744951106,0.17679084671868217,0.20715371822869336
32,0.23159148919582367,0.23160719705952537,0.1794318751692772,0.1460541511774063,0.20724309742450714,0.16957977248562706,0.17806677520275116,0.1982710698136577
33,0.2297658817768097,0.22429910357351657,0.17663566958904267,0.1490089943408966,0.2047273734807968,0.162361948578446,0.17252297313125045,0.19629614772620024
34,0.2283169878721237,0.23491907450887892,0.17543244171142577,0.14749183648824693,0.20422241520881654,0.1698174931936794,0.18400002188152736,0.20282273436034168
35,0.22599130618572236,0.23196213664831938,0.1711948606967926,0.15026389414072036,0.2035857775211334,0.16792637827219786,0.18202749225828382,0.1993513979293682
36,0.22507459342479705,0.2334381115657312,0.17132230418920516,0.14843228155374527,0.20206431412696838,0.16735309224437783,0.1882278389400906,0.19940863936035721
37,0.2265307968854904,0.2260264285184719,0.17332930028438567,0.14844213724136351,0.20222548079490663,0.1583979430573958,0.18763513090433898,0.19619108460567616
38,0.2235416330099106,0.2286785493294398,0.16814588254690171,0.15047933733463287,0.20231903898715972,0.1655621153336984,0.17960794656365006,0.1963422789617821
39,0.22194190227985383,0.23255203002028996,0.16683346438407898,0.15017579632997513,0.20035245561599732,0.16630049932886054,0.18727574635435035,0.19986318327762462
40,0.22371441447734833,0.22414298741905778,0.1690830656886101,0.1502182581424713,0.20096929824352264,0.16037969567157603,0.17790537079175314,0.19501862205840922
41,0.22027728462219237,0.22432221030747448,0.16536584687232972,0.1487008181810379,0.19970314121246338,0.15952212473860494,0.18078012654074915,0.19474227726459503
42,0.220455717921257,0.22662479844358233,0.1664684037566185,0.14773429530858995,0.19869181716442108,0.16256369291632264,0.18099886510107252,0.19510183069441053
43,0.22132494461536406,0.2242961487284413,0.16684576904773712,0.14868765872716905,0.19975535678863526,0.16044191657393067,0.1794796547404042,0.1938096958178061
44,0.2215772432088852,0.22685341150672347,0.1670126633644104,0.14979147964715958,0.1991031084060669,0.1613734910885493,0.18492286955868756,0.1947170164850023
45,0.2200221620798111,0.22605233280747025,0.16468417370319366,0.14926379668712617,0.19988033020496368,0.16211538071985598,0.181352311262378,0.19388623314875145
46,0.2205224084854126,0.22486403308532857,0.1666566935777664,0.14765555959939958,0.19855350816249848,0.15958141701089013,0.18163684176074135,0.1955532889675211
47,0.2191847380399704,0.2267627677431813,0.16379018181562424,0.14974481010437013,0.19869388568401336,0.16181342441726615,0.18336385046994244,0.1949473762953723
48,0.22010632169246674,0.22969249773908545,0.16434003639221192,0.1513226362466812,0.19890501070022584,0.16544906712240642,0.18214197236078758,0.19745184867470353
49,0.21842005026340486,0.22389853331777784,0.16339464432001113,0.1494018429517746,0.1974108122587204,0.15930375539594227,0.18102169147244207,0.1935979723930359
50,0.21973662960529328,0.22602111211529485,0.1644853984117508,0.15016840100288392,0.19848776090145112,0.16118307687618114,0.18241950207286411,0.19489036114127548
51,0.2196041042804718,0.22505265915835346,0.16485382395982742,0.1489361882209778,0.19841856288909912,0.1592073451589655,0.18409406255792687,0.19459765432057557
52,0.21931816184520722,0.22669305955922162,0.1633474601507187,0.15087895107269286,0.19903750824928285,0.16164905053597908,0.18364311478756093,0.1948192963997523
53,0.2182966649532318,0.23008566598097482,0.16387931841611864,0.14824252873659133,0.19702793669700622,0.16610099099300527,0.18330379603085695,0.19607943958706325
54,0.22008288407325743,0.22318899189984356,0.16462320727109908,0.14891778486967086,0.2005710039138794,0.1580414507124159,0.18205186393525866,0.19314804397247456
55,0.2188428099155426,0.2233433684817067,0.16370513862371444,0.14966820949316026,0.19782915806770324,0.15883739403000585,0.18052957510506665,0.19332772382983454
56,0.21598260653018952,0.22563111064610658,0.16070563554763795,0.14882728046178817,0.1961349182128906,0.1603446818060345,0.18319674995210436,0.19476935046690483
57,0.2187496031522751,0.22317870402777637,0.1640397791862488,0.14998801851272583,0.19641783607006072,0.15848090444450025,0.18120263240955495,0.192937598184303
58,0.21821060347557067,0.22464961144659254,0.16257941901683806,0.14935499507188796,0.19866169679164886,0.15978496411332377,0.18246861078121043,0.19353183386502443
59,0.21688244330883027,0.22355615044081653,0.1612846702337265,0.15056803303956987,0.19604254043102265,0.15788894477817747,0.1829751498169369,0.1938044666140168
60,0.21706444692611696,0.22574811180432638,0.161290245950222,0.15064935165643692,0.19655488586425782,0.16073151815820624,0.18366196861973516,0.19379151584925475
61,0.21808289968967437,0.22834419873025683,0.1627941142320633,0.1505015639066696,0.1965884929895401,0.16287380732871867,0.18322869693791424,0.19787973938164888
62,0.2196197236776352,0.22728242256023265,0.16461501812934876,0.15052533727884293,0.19743868803977965,0.1621938896951852,0.18183687329292297,0.19731878958366536
63,0.21879256248474122,0.22439550580801787,0.16385764390230179,0.14965494334697724,0.19731908774375914,0.16018221803285457,0.18092978883672645,0.19329672831076164
64,0.22092288708686827,0.2262171275085873,0.16485469537973405,0.15122749876976013,0.20052115893363953,0.160360860603827,0.1843004635086766,0.19558127224445343
65,0.21945004880428315,0.22654138726216774,0.16452435958385467,0.1494293720126152,0.19818060839176177,0.16200110675008209,0.1823546897481989,0.1947806786607813
66,0.2165019909143448,0.2235924353202184,0.16129081720113755,0.1491660036444664,0.19616205239295958,0.1586549174454477,0.18196304308043587,0.1931502554151747
67,0.2177829773426056,0.22638746323408904,0.16206222665309905,0.15043828517198563,0.19735976839065553,0.16110882383805733,0.18442083619259023,0.1942834379496398
